Team,Year,Bench_Total_PTS,Bench_Total_AST,Bench_Avg_PER,Bench_Avg_BPM,Bench_Depth
POR,2011,63.699999999999996,12.4,7.21578947368421,-5.657894736842105,19
POR,2012,65.0,18.3,12.655555555555557,-2.611111111111111,18
POR,2013,49.800000000000004,19.0,8.066666666666666,-4.633333333333334,12
POR,2014,39.5,10.6,9.96,-3.16,10
POR,2015,83.2,23.2,12.3,-1.61,20
POR,2016,59.9,12.8,11.473333333333333,-2.893333333333333,15
POR,2017,48.8,10.6,10.577777777777778,-2.511111111111111,9
POR,2018,52.7,7.6000000000000005,15.214285714285714,1.0285714285714285,14
POR,2019,145.5,24.7,12.18695652173913,-2.6956521739130435,23
POR,2020,90.7,18.7,8.655,-4.24,20
POR,2021,61.1,10.799999999999999,10.458333333333334,-3.641666666666667,12
POR,2022,140.1,32.0,9.88,-4.716,25
POR,2023,115.8,32.9,9.976190476190476,-4.071428571428571,21
POR,2024,138.5,38.2,9.769565217391303,-4.056521739130434,23
POR,2025,61.8,19.7,10.114285714285714,-3.007142857142857,14
SAC,2010,78.7,19.3,9.700000000000001,-3.7541666666666664,24
SAC,2011,84.6,12.7,8.923076923076923,-5.199999999999999,13
SAC,2012,68.7,16.4,12.246153846153845,-2.2846153846153845,13
SAC,2013,140.1,30.6,11.85,-2.1916666666666664,24
SAC,2014,130.20000000000002,28.6,8.903125,-3.4281249999999996,32
SAC,2015,88.7,34.800000000000004,14.055000000000001,-0.21000000000000005,20
SAC,2016,69.0,12.5,11.17,-2.37,10
SAC,2017,164.2,42.1,11.963636363636363,-1.9409090909090911,22
SAC,2018,91.6,17.0,13.959999999999999,-0.23999999999999985,20
SAC,2019,121.6,28.1,11.666666666666666,-2.9,27
SAC,2020,180.2,31.6,11.245714285714286,-3.1514285714285712,35
SAC,2021,215.7,51.9,12.639473684210527,-2.7421052631578946,38
SAC,2022,196.0,41.2,9.932258064516128,-4.564516129032258,31
SAC,2023,63.9,15.799999999999999,8.81764705882353,-5.370588235294117,17
SAC,2024,62.1,15.2,10.005882352941176,-3.288235294117647,17
SAC,2025,123.1,32.9,12.087878787878788,-2.0212121212121215,33
SAS,2010,96.0,24.0,11.123809523809523,-2.2333333333333334,21
SAS,2011,76.3,16.3,9.6,-2.2777777777777777,27
SAS,2012,115.2,31.6,11.085714285714285,-2.5666666666666664,21
SAS,2013,69.2,19.5,12.723076923076924,-0.6384615384615385,13
SAS,2014,102.2,22.5,9.583333333333334,-3.1750000000000003,24
SAS,2015,77.2,16.4,12.30625,-1.4875,16
SAS,2016,90.9,26.2,13.588888888888889,-0.43333333333333335,18
SAS,2017,54.1,15.700000000000001,12.218181818181819,-0.9363636363636363,11
SAS,2018,62.6,15.2,11.954545454545455,-1.5545454545454547,11
SAS,2019,59.5,15.7,11.46923076923077,-2.4615384615384612,13
SAS,2020,83.2,18.4,13.786666666666667,-3.18,15
SAS,2021,67.6,12.1,12.433333333333334,-2.2666666666666666,15
SAS,2022,186.4,44.0,11.297297297297296,-2.2675675675675677,37
SAS,2023,218.1,54.3,10.624,-3.612,25
SAS,2024,123.2,30.3,11.657142857142857,-2.719047619047619,21
SAS,2025,95.3,31.8,12.79090909090909,-1.7772727272727273,22
TOR,2010,47.6,7.0,12.818181818181818,-2.7181818181818183,11
TOR,2011,175.0,36.4,12.0,-2.560714285714286,28
TOR,2012,95.89999999999999,20.5,10.12142857142857,-3.15,14
TOR,2013,64.2,17.7,11.727272727272727,-1.8545454545454545,11
TOR,2014,122.5,37.3,10.765625,-1.8625,32
TOR,2015,51.1,11.1,11.07,-3.06,10
TOR,2016,58.2,9.5,11.866666666666667,-2.066666666666667,12
TOR,2017,94.1,15.9,12.18,-0.7333333333333333,15
TOR,2018,73.1,14.0,11.165000000000001,-1.2049999999999998,20
TOR,2019,175.0,35.4,14.580645161290322,-0.7580645161290323,31
TOR,2020,67.9,12.200000000000001,12.828571428571427,-0.9928571428571428,14
TOR,2021,108.6,20.7,11.418181818181818,-2.3045454545454547,22
TOR,2022,126.2,34.8,9.785185185185185,-3.8,27
TOR,2023,71.0,13.8,11.616666666666667,-2.8277777777777775,18
TOR,2024,168.2,50.2,11.985294117647058,-2.8823529411764706,34
TOR,2025,210.9,43.1,10.50344827586207,-4.127586206896551,29
UTA,2010,58.6,18.2,12.336363636363636,-1.9090909090909092,11
UTA,2011,69.7,13.8,11.484615384615385,-3.207692307692308,13
UTA,2012,64.1,14.799999999999999,12.299999999999999,-2.158333333333333,12
UTA,2013,52.1,15.5,12.511111111111111,-2.388888888888889,9
UTA,2014,57.5,9.7,9.153846153846153,-4.7153846153846155,13
UTA,2015,104.8,18.0,7.041379310344827,-5.944827586206896,29
UTA,2016,57.7,10.4,9.984615384615385,-2.776923076923077,13
UTA,2017,55.0,14.2,12.43,-0.5900000000000001,10
UTA,2018,158.2,24.0,16.75909090909091,9.022727272727272,22
UTA,2019,113.5,20.5,11.505555555555555,-1.761111111111111,18
UTA,2020,113.9,17.2,10.895,-2.9699999999999998,20
UTA,2021,71.5,14.9,10.91764705882353,-1.8705882352941174,17
UTA,2022,138.7,25.4,9.414285714285715,-4.331428571428571,35
UTA,2023,158.3,37.4,10.420833333333333,-3.1791666666666667,24
UTA,2024,204.0,63.7,10.003703703703705,-4.303703703703704,27
UTA,2025,135.0,29.5,11.752380952380953,-2.5047619047619047,21
WAS,2010,116.7,25.1,8.47,-4.053333333333334,30
WAS,2011,132.5,35.2,9.213333333333333,-3.4866666666666664,30
WAS,2012,64.9,12.8,9.21875,-3.81875,16
WAS,2013,138.29999999999998,49.4,9.377777777777778,-4.122222222222222,27
WAS,2014,67.0,21.6,10.629411764705882,-2.611764705882353,17
WAS,2015,85.6,27.6,6.594736842105263,-7.43157894736842,19
WAS,2016,83.8,13.799999999999999,13.12857142857143,-2.085714285714286,14
WAS,2017,93.8,24.400000000000002,10.542857142857143,-3.4523809523809526,21
WAS,2018,67.4,21.599999999999998,12.016666666666666,-2.4250000000000003,12
WAS,2019,216.5,40.3,10.88857142857143,-3.0,35
WAS,2020,177.4,41.8,10.762500000000001,-3.1916666666666664,24
WAS,2021,120.5,21.6,8.377272727272727,-5.136363636363637,22
WAS,2022,220.5,62.2,11.820454545454545,-4.175,44
WAS,2023,132.4,31.6,10.799999999999999,-2.9791666666666665,24
WAS,2024,160.4,35.9,12.015625,-2.403125,32
WAS,2025,192.6,41.4,15.283333333333333,-0.36,30
