Year,Round,Winner,Loser,Winner_Code,Loser_Code,Tm_Win,Total_Bench_PTS_Win,Team_Games_Played_Win,Winner_Bench_PPG,Tm_Lose,Total_Bench_PTS_Lose,Team_Games_Played_Lose,Loser_Bench_PPG,Bench_Differential
2014.0,Eastern Conf Semifinals,Indiana Pacers,Washington Wizards,IND,WAS,IND,24.4,19,1.2842105263157895,WAS,18.1,11,1.6454545454545455,-0.36124401913875603
2014.0,Eastern Conf Semifinals,Miami Heat,Brooklyn Nets,MIA,BRK,MIA,36.4,20,1.8199999999999998,BRK,32.2,12,2.6833333333333336,-0.8633333333333337
2014.0,Western Conf Semifinals,San Antonio Spurs,Portland Trail Blazers,SAS,POR,SAS,43.5,23,1.891304347826087,POR,21.1,11,1.9181818181818182,-0.026877470355731292
2014.0,Western Conf Semifinals,Oklahoma City Thunder,Los Angeles Clippers,OKC,LAC,OKC,32.1,19,1.6894736842105265,LAC,37.5,13,2.8846153846153846,-1.1951417004048581
2014.0,Eastern Conf Finals,Miami Heat,Indiana Pacers,MIA,IND,MIA,36.4,20,1.8199999999999998,IND,24.4,19,1.2842105263157895,0.5357894736842104
2014.0,Western Conf Finals,San Antonio Spurs,Oklahoma City Thunder,SAS,OKC,SAS,43.5,23,1.891304347826087,OKC,32.1,19,1.6894736842105265,0.20183066361556046
2014.0,Finals,San Antonio Spurs,Miami Heat,SAS,MIA,SAS,43.5,23,1.891304347826087,MIA,36.4,20,1.8199999999999998,0.07130434782608708
2013.0,Eastern Conf First Round,Miami Heat,Milwaukee Bucks,MIA,MIL,MIA,33.7,23,1.465217391304348,MIL,29.400000000000002,4,7.3500000000000005,-5.8847826086956525
2013.0,Eastern Conf First Round,New York Knicks,Boston Celtics,NYK,BOS,NYK,33.8,12,2.8166666666666664,BOS,18.1,6,3.016666666666667,-0.20000000000000062
2013.0,Eastern Conf First Round,Indiana Pacers,Atlanta Hawks,IND,ATL,IND,21.3,19,1.1210526315789473,ATL,29.1,6,4.8500000000000005,-3.7289473684210535
2013.0,Eastern Conf First Round,Chicago Bulls,Brooklyn Nets,CHI,BRK,CHI,28.6,12,2.3833333333333333,BRK,25.700000000000003,7,3.6714285714285717,-1.2880952380952384
2013.0,Western Conf First Round,Oklahoma City Thunder,Houston Rockets,OKC,HOU,OKC,29.2,11,2.6545454545454543,HOU,27.6,6,4.6000000000000005,-1.9454545454545462
2013.0,Western Conf First Round,San Antonio Spurs,Los Angeles Lakers,SAS,LAL,SAS,37.5,21,1.7857142857142858,LAL,23.6,4,5.9,-4.114285714285715
2013.0,Western Conf First Round,Golden State Warriors,Denver Nuggets,GSW,DEN,GSW,44.5,12,3.7083333333333335,DEN,41.5,6,6.916666666666667,-3.2083333333333335
2013.0,Western Conf First Round,Memphis Grizzlies,Los Angeles Clippers,MEM,LAC,MEM,29.1,15,1.9400000000000002,LAC,45.5,6,7.583333333333333,-5.643333333333333
2013.0,Eastern Conf Semifinals,Miami Heat,Chicago Bulls,MIA,CHI,MIA,33.7,23,1.465217391304348,CHI,28.6,12,2.3833333333333333,-0.9181159420289853
2013.0,Eastern Conf Semifinals,Indiana Pacers,New York Knicks,IND,NYK,IND,21.3,19,1.1210526315789473,NYK,33.8,12,2.8166666666666664,-1.6956140350877191
2013.0,Western Conf Semifinals,Memphis Grizzlies,Oklahoma City Thunder,MEM,OKC,MEM,29.1,15,1.9400000000000002,OKC,29.2,11,2.6545454545454543,-0.7145454545454542
2013.0,Western Conf Semifinals,San Antonio Spurs,Golden State Warriors,SAS,GSW,SAS,37.5,21,1.7857142857142858,GSW,44.5,12,3.7083333333333335,-1.9226190476190477
2013.0,Eastern Conf Finals,Miami Heat,Indiana Pacers,MIA,IND,MIA,33.7,23,1.465217391304348,IND,21.3,19,1.1210526315789473,0.3441647597254007
2013.0,Western Conf Finals,San Antonio Spurs,Memphis Grizzlies,SAS,MEM,SAS,37.5,21,1.7857142857142858,MEM,29.1,15,1.9400000000000002,-0.15428571428571436
2013.0,Finals,Miami Heat,San Antonio Spurs,MIA,SAS,MIA,33.7,23,1.465217391304348,SAS,37.5,21,1.7857142857142858,-0.3204968944099378
2012.0,Eastern Conf First Round,Philadelphia 76ers,Chicago Bulls,PHI,CHI,PHI,30.2,13,2.323076923076923,CHI,23.5,6,3.9166666666666665,-1.5935897435897437
2012.0,Eastern Conf First Round,Miami Heat,New York Knicks,MIA,NYK,MIA,14.9,23,0.6478260869565218,NYK,26.9,5,5.38,-4.732173913043479
2012.0,Eastern Conf First Round,Indiana Pacers,Orlando Magic,IND,ORL,IND,26.2,11,2.381818181818182,ORL,24.8,5,4.96,-2.578181818181818
2012.0,Eastern Conf First Round,Boston Celtics,Atlanta Hawks,BOS,ATL,BOS,12.6,20,0.63,ATL,16.6,6,2.766666666666667,-2.136666666666667
2012.0,Western Conf First Round,San Antonio Spurs,Utah Jazz,SAS,UTA,SAS,45.4,14,3.242857142857143,UTA,33.1,4,8.275,-5.0321428571428575
2012.0,Western Conf First Round,Oklahoma City Thunder,Dallas Mavericks,OKC,DAL,OKC,35.7,20,1.7850000000000001,DAL,37.2,4,9.3,-7.515000000000001
2012.0,Western Conf First Round,Los Angeles Lakers,Denver Nuggets,LAL,DEN,LAL,20.8,12,1.7333333333333334,DEN,40.9,7,5.8428571428571425,-4.109523809523809
2012.0,Western Conf First Round,Los Angeles Clippers,Memphis Grizzlies,LAC,MEM,LAC,36.1,11,3.2818181818181817,MEM,23.3,7,3.3285714285714287,-0.04675324675324699
2012.0,Eastern Conf Semifinals,Miami Heat,Indiana Pacers,MIA,IND,MIA,14.9,23,0.6478260869565218,IND,26.2,11,2.381818181818182,-1.73399209486166
2012.0,Eastern Conf Semifinals,Boston Celtics,Philadelphia 76ers,BOS,PHI,BOS,12.6,20,0.63,PHI,30.2,13,2.323076923076923,-1.693076923076923
2012.0,Western Conf Semifinals,San Antonio Spurs,Los Angeles Clippers,SAS,LAC,SAS,45.4,14,3.242857142857143,LAC,36.1,11,3.2818181818181817,-0.03896103896103886
2012.0,Western Conf Semifinals,Oklahoma City Thunder,Los Angeles Lakers,OKC,LAL,OKC,35.7,20,1.7850000000000001,LAL,20.8,12,1.7333333333333334,0.05166666666666675
2012.0,Western Conf Finals,Oklahoma City Thunder,San Antonio Spurs,OKC,SAS,OKC,35.7,20,1.7850000000000001,SAS,45.4,14,3.242857142857143,-1.4578571428571427
2012.0,Eastern Conf Finals,Miami Heat,Boston Celtics,MIA,BOS,MIA,14.9,23,0.6478260869565218,BOS,12.6,20,0.63,0.01782608695652177
2012.0,Finals,Miami Heat,Oklahoma City Thunder,MIA,OKC,MIA,14.9,23,0.6478260869565218,OKC,35.7,20,1.7850000000000001,-1.1371739130434784
2011.0,Eastern Conf First Round,Chicago Bulls,Indiana Pacers,CHI,IND,CHI,24.6,16,1.5375,IND,37.2,5,7.44,-5.9025
2011.0,Eastern Conf First Round,Miami Heat,Philadelphia 76ers,MIA,PHI,MIA,26.6,21,1.2666666666666668,PHI,33.6,5,6.720000000000001,-5.453333333333334
2011.0,Eastern Conf First Round,Boston Celtics,New York Knicks,BOS,NYK,BOS,21.5,9,2.388888888888889,NYK,31.2,4,7.8,-5.411111111111111
2011.0,Eastern Conf First Round,Atlanta Hawks,Orlando Magic,ATL,ORL,ATL,28.7,12,2.3916666666666666,ORL,31.799999999999997,6,5.3,-2.908333333333333
2011.0,Western Conf First Round,Memphis Grizzlies,San Antonio Spurs,MEM,SAS,MEM,32.0,13,2.4615384615384617,SAS,38.0,6,6.333333333333333,-3.8717948717948714
2011.0,Western Conf First Round,Los Angeles Lakers,New Orleans Hornets,LAL,NOH,LAL,26.1,10,2.6100000000000003,NOH,20.5,6,3.4166666666666665,-0.8066666666666662
2011.0,Western Conf First Round,Dallas Mavericks,Portland Trail Blazers,DAL,POR,DAL,41.0,21,1.9523809523809523,POR,21.1,6,3.516666666666667,-1.5642857142857147
2011.0,Western Conf First Round,Oklahoma City Thunder,Denver Nuggets,OKC,DEN,OKC,36.3,17,2.135294117647059,DEN,38.6,5,7.720000000000001,-5.584705882352942
2011.0,Eastern Conf Semifinals,Chicago Bulls,Atlanta Hawks,CHI,ATL,CHI,24.6,16,1.5375,ATL,28.7,12,2.3916666666666666,-0.8541666666666665
2011.0,Eastern Conf Semifinals,Miami Heat,Boston Celtics,MIA,BOS,MIA,26.6,21,1.2666666666666668,BOS,21.5,9,2.388888888888889,-1.122222222222222
2011.0,Western Conf Semifinals,Dallas Mavericks,Los Angeles Lakers,DAL,LAL,DAL,41.0,21,1.9523809523809523,LAL,26.1,10,2.6100000000000003,-0.657619047619048
2011.0,Western Conf Semifinals,Oklahoma City Thunder,Memphis Grizzlies,OKC,MEM,OKC,36.3,17,2.135294117647059,MEM,32.0,13,2.4615384615384617,-0.3262443438914029
2011.0,Eastern Conf Finals,Miami Heat,Chicago Bulls,MIA,CHI,MIA,26.6,21,1.2666666666666668,CHI,24.6,16,1.5375,-0.27083333333333326
2011.0,Western Conf Finals,Dallas Mavericks,Oklahoma City Thunder,DAL,OKC,DAL,41.0,21,1.9523809523809523,OKC,36.3,17,2.135294117647059,-0.18291316526610646
2011.0,Finals,Dallas Mavericks,Miami Heat,DAL,MIA,DAL,41.0,21,1.9523809523809523,MIA,26.6,21,1.2666666666666668,0.6857142857142855
2010.0,Eastern Conf First Round,Cleveland Cavaliers,Chicago Bulls,CLE,CHI,CLE,24.2,11,2.1999999999999997,CHI,20.3,5,4.0600000000000005,-1.8600000000000008
2010.0,Eastern Conf First Round,Orlando Magic,Charlotte Bobcats,ORL,CHA,ORL,28.8,14,2.0571428571428574,CHA,29.6,4,7.4,-5.342857142857143
2010.0,Eastern Conf First Round,Atlanta Hawks,Milwaukee Bucks,ATL,MIL,ATL,28.9,11,2.627272727272727,MIL,31.4,7,4.485714285714286,-1.8584415584415588
2010.0,Eastern Conf First Round,Boston Celtics,Miami Heat,BOS,MIA,BOS,26.599999999999998,24,1.1083333333333332,MIA,26.4,5,5.279999999999999,-4.171666666666666
2010.0,Western Conf First Round,Los Angeles Lakers,Oklahoma City Thunder,LAL,OKC,LAL,29.799999999999997,23,1.2956521739130433,OKC,31.4,6,5.233333333333333,-3.93768115942029
2010.0,Western Conf First Round,San Antonio Spurs,Dallas Mavericks,SAS,DAL,SAS,32.300000000000004,10,3.2300000000000004,DAL,32.6,6,5.433333333333334,-2.203333333333333
2010.0,Western Conf First Round,Phoenix Suns,Portland Trail Blazers,PHO,POR,PHO,37.3,16,2.33125,POR,45.2,6,7.533333333333334,-5.202083333333334
2010.0,Western Conf First Round,Utah Jazz,Denver Nuggets,UTA,DEN,UTA,37.2,10,3.72,DEN,31.7,6,5.283333333333333,-1.563333333333333
2010.0,Eastern Conf Semifinals,Boston Celtics,Cleveland Cavaliers,BOS,CLE,BOS,26.599999999999998,24,1.1083333333333332,CLE,24.2,11,2.1999999999999997,-1.0916666666666666
2010.0,Eastern Conf Semifinals,Orlando Magic,Atlanta Hawks,ORL,ATL,ORL,28.8,14,2.0571428571428574,ATL,28.9,11,2.627272727272727,-0.5701298701298696
2010.0,Western Conf Semifinals,Los Angeles Lakers,Utah Jazz,LAL,UTA,LAL,29.799999999999997,23,1.2956521739130433,UTA,37.2,10,3.72,-2.424347826086957
2010.0,Western Conf Semifinals,Phoenix Suns,San Antonio Spurs,PHO,SAS,PHO,37.3,16,2.33125,SAS,32.300000000000004,10,3.2300000000000004,-0.8987500000000006
2010.0,Western Conf Finals,Los Angeles Lakers,Phoenix Suns,LAL,PHO,LAL,29.799999999999997,23,1.2956521739130433,PHO,37.3,16,2.33125,-1.0355978260869565
2010.0,Eastern Conf Finals,Boston Celtics,Orlando Magic,BOS,ORL,BOS,26.599999999999998,24,1.1083333333333332,ORL,28.8,14,2.0571428571428574,-0.9488095238095242
2010.0,Finals,Los Angeles Lakers,Boston Celtics,LAL,BOS,LAL,29.799999999999997,23,1.2956521739130433,BOS,26.599999999999998,24,1.1083333333333332,0.18731884057971016
