Year,Round,Winner,Loser,Winner_Code,Loser_Code,Tm_Win,Winner_Bench_VORP,Tm_Lose,Loser_Bench_VORP,VORP_Diff
2012.0,Eastern Conf Semifinals,Miami Heat,Indiana Pacers,MIA,IND,MIA,0.07142857142857142,IND,0.0125,0.05892857142857143
2012.0,Eastern Conf Semifinals,Boston Celtics,Philadelphia 76ers,BOS,PHI,BOS,0.025,PHI,0.09999999999999999,-0.07499999999999998
2012.0,Western Conf Semifinals,San Antonio Spurs,Los Angeles Clippers,SAS,LAC,SAS,0.1875,LAC,0.16666666666666666,0.020833333333333343
2012.0,Western Conf Semifinals,Oklahoma City Thunder,Los Angeles Lakers,OKC,LAL,OKC,0.15,LAL,-0.0125,0.1625
2012.0,Western Conf Finals,Oklahoma City Thunder,San Antonio Spurs,OKC,SAS,OKC,0.15,SAS,0.1875,-0.037500000000000006
2012.0,Eastern Conf Finals,Miami Heat,Boston Celtics,MIA,BOS,MIA,0.07142857142857142,BOS,0.025,0.04642857142857142
2012.0,Finals,Miami Heat,Oklahoma City Thunder,MIA,OKC,MIA,0.07142857142857142,OKC,0.15,-0.07857142857142857
2011.0,Eastern Conf First Round,Chicago Bulls,Indiana Pacers,CHI,IND,CHI,0.08571428571428573,IND,0.028571428571428574,0.057142857142857155
2011.0,Eastern Conf First Round,Miami Heat,Philadelphia 76ers,MIA,PHI,MIA,0.07142857142857142,PHI,0.0,0.07142857142857142
2011.0,Eastern Conf First Round,Boston Celtics,New York Knicks,BOS,NYK,BOS,-0.014285714285714287,NYK,0.04,-0.054285714285714284
2011.0,Eastern Conf First Round,Atlanta Hawks,Orlando Magic,ATL,ORL,ATL,0.0625,ORL,0.014285714285714287,0.04821428571428571
2011.0,Western Conf First Round,Memphis Grizzlies,San Antonio Spurs,MEM,SAS,MEM,0.1,SAS,0.042857142857142864,0.05714285714285714
2011.0,Western Conf First Round,Los Angeles Lakers,New Orleans Hornets,LAL,NOH,LAL,0.05,NOH,-0.014285714285714287,0.0642857142857143
2011.0,Western Conf First Round,Dallas Mavericks,Portland Trail Blazers,DAL,POR,DAL,0.2,POR,0.028571428571428574,0.17142857142857143
2011.0,Western Conf First Round,Oklahoma City Thunder,Denver Nuggets,OKC,DEN,OKC,0.2285714285714286,DEN,0.028571428571428574,0.2
2011.0,Eastern Conf Semifinals,Chicago Bulls,Atlanta Hawks,CHI,ATL,CHI,0.08571428571428573,ATL,0.0625,0.02321428571428573
2011.0,Eastern Conf Semifinals,Miami Heat,Boston Celtics,MIA,BOS,MIA,0.07142857142857142,BOS,-0.014285714285714287,0.08571428571428572
2011.0,Western Conf Semifinals,Dallas Mavericks,Los Angeles Lakers,DAL,LAL,DAL,0.2,LAL,0.05,0.15000000000000002
2011.0,Western Conf Semifinals,Oklahoma City Thunder,Memphis Grizzlies,OKC,MEM,OKC,0.2285714285714286,MEM,0.1,0.1285714285714286
2011.0,Eastern Conf Finals,Miami Heat,Chicago Bulls,MIA,CHI,MIA,0.07142857142857142,CHI,0.08571428571428573,-0.014285714285714304
2011.0,Western Conf Finals,Dallas Mavericks,Oklahoma City Thunder,DAL,OKC,DAL,0.2,OKC,0.2285714285714286,-0.02857142857142858
2011.0,Finals,Dallas Mavericks,Miami Heat,DAL,MIA,DAL,0.2,MIA,0.07142857142857142,0.1285714285714286
2010.0,Eastern Conf First Round,Cleveland Cavaliers,Chicago Bulls,CLE,CHI,CLE,0.0375,CHI,-0.042857142857142864,0.08035714285714286
2010.0,Eastern Conf First Round,Orlando Magic,Charlotte Bobcats,ORL,CHA,ORL,0.14285714285714285,CHA,0.014285714285714287,0.12857142857142856
2010.0,Eastern Conf First Round,Atlanta Hawks,Milwaukee Bucks,ATL,MIL,ATL,-0.025,MIL,0.042857142857142864,-0.06785714285714287
2010.0,Eastern Conf First Round,Boston Celtics,Miami Heat,BOS,MIA,BOS,0.1125,MIA,0.0,0.1125
2010.0,Western Conf First Round,Los Angeles Lakers,Oklahoma City Thunder,LAL,OKC,LAL,0.037500000000000006,OKC,0.0125,0.025000000000000005
2010.0,Western Conf First Round,San Antonio Spurs,Dallas Mavericks,SAS,DAL,SAS,0.0,DAL,0.028571428571428574,-0.028571428571428574
2010.0,Western Conf First Round,Phoenix Suns,Portland Trail Blazers,PHO,POR,PHO,0.1571428571428571,POR,-0.0125,0.16964285714285712
2010.0,Western Conf First Round,Utah Jazz,Denver Nuggets,UTA,DEN,UTA,0.08571428571428572,DEN,0.014285714285714287,0.07142857142857142
2010.0,Eastern Conf Semifinals,Boston Celtics,Cleveland Cavaliers,BOS,CLE,BOS,0.1125,CLE,0.0375,0.07500000000000001
2010.0,Eastern Conf Semifinals,Orlando Magic,Atlanta Hawks,ORL,ATL,ORL,0.14285714285714285,ATL,-0.025,0.16785714285714284
2010.0,Western Conf Semifinals,Los Angeles Lakers,Utah Jazz,LAL,UTA,LAL,0.037500000000000006,UTA,0.08571428571428572,-0.04821428571428571
2010.0,Western Conf Semifinals,Phoenix Suns,San Antonio Spurs,PHO,SAS,PHO,0.1571428571428571,SAS,0.0,0.1571428571428571
2010.0,Western Conf Finals,Los Angeles Lakers,Phoenix Suns,LAL,PHO,LAL,0.037500000000000006,PHO,0.1571428571428571,-0.1196428571428571
2010.0,Eastern Conf Finals,Boston Celtics,Orlando Magic,BOS,ORL,BOS,0.1125,ORL,0.14285714285714285,-0.030357142857142846
2010.0,Finals,Los Angeles Lakers,Boston Celtics,LAL,BOS,LAL,0.037500000000000006,BOS,0.1125,-0.075
